"Keyword","CompanyName","Reviews","Type","Address","Phone","Website"
"software company in bangladesh","Best Website Design Company in Bangladesh","5.0","(4) · Software company","V97X+PJG, Tropical Alauddin Tower And Shopping Complex, Uttara","+losed ⋅ Opens 9AM Sun · 01610-676744","https://tweetech.agency/"
"software company in bangladesh","Informex It Solution","5.0","(1) · Software company","Mohakhali Wirelese Gate, House-G.P. JA – 77, Level – 1 ঢাকা","+losed ⋅ Opens 10AM Sat · 01717-685378","http://informexit.com/"
"software company in bangladesh","United IT Solution Ltd.","4.3","(12) · Software company","Road # 11,House # 1287, Ave#02 ঢাকা","+losed ⋅ Opens 9AM Sat · 01971-335588","http://www.uniteditbd.com/"
"software company in bangladesh","AzureTech Bangladesh","4.4","(9) · Software company","SHATABDI CENTER, Suite-9F, 292, Inner Circular Road, · In কন্টিনেন্টাল কুরিয়ার সার্ভিস শতাব্দী সেন্টার শাখা","+losed ⋅ Opens 10AM Sat · 01866-370773","http://azuretechbangladesh.com/"
"software company in bangladesh","e-soft","4.4","(15) · Software company","Kawran Bazar 1 No Rd","+pen 24 hours · 01779-666611","https://esoft.com.bd/"
"software company in bangladesh","Software development company in Bangladesh - STI LIMITED BD","5.0","(8) · Software company","Kha-51, Road no. 06, Nikunja 02 Dhaka","+loses soon ⋅ 5PM · 01644-397524","https://www.stilimitedbd.com/"
"software company in bangladesh","Secure IT Solution is a software company in Bangladesh. Secure IT Solution have a good software for school/college .","5.0","(1) · Software company","2/2 ( Aziz Autos), 1st floor, Culvert Road","+losed ⋅ Opens 9AM Sat · 01978-984717","http://sisbd.info/"
"software company in bangladesh","Generation- Next IT Solution Ltd.","4.5","(4) · Software company","Kha 225 Pragoti sarani, Bir Uttam Rafiqul Islam Ave","+losed ⋅ Opens 9:30AM Sat · 01611-365897","http://gnisbd.com/"
"software company in bangladesh","XO Tech (Bangladesh)","5.0","(2) · Software company","259 karmichael Rd","+1995-181328","http://www.xobd.xyz/"
"software company in bangladesh","GPIT","4.9","(10) · Software company","164/1 middle","+pen ⋅ Closes 10PM · 01611-536464","http://www.gpit.com.bd/"
"software company in bangladesh","Ultra Soft","4.4","(8) · Software company","44 Probal Housing Ring Road (4rd Floor), Adabor, Dhaka-1207 4rd Floor · In 45, Probal Tower","+losed ⋅ Opens 10AM Sat · 01908-511836","http://ultrasoftbd.com/"
"software company in bangladesh","Link-Up Technology Ltd.","4.4","(58) · Software company","Begum Rokeya Avenue, Mirpur 10 Roundabout","+pen ⋅ Closes 11:59PM · 01911-978897","http://linktechbd.com/"
"software company in bangladesh","Together Initiatives (p) Limited","4.4","(13) · Software company","147/E, Green Rd","+losed ⋅ Opens 9AM Sun","http://www.i2gether.com/"
"software company in bangladesh","Rs Software","4.0","(9) · Software company","House : 36 (Flat A2 ), 2nd Floor Road, 3 ব্লক # সি","+losed ⋅ Opens 10AM Sat · 01673-600633","http://www.therssoftware.com/"
"software company in bangladesh","Vyapar Bangladesh","5.0","(1) · Software company","Ring Rd · In Probal Housing","+losed ⋅ Opens 10AM Sat · 01722-559037","http://vyaparappbd.com/"
"software company in bangladesh","Inovace Technologies Ltd","4.9","(41) · Software company","Level-4, H-18, 5 Kazi Nazrul Islam Ave","+losed ⋅ Opens 9AM Sat · 01911-109137","http://www.inovacetech.com/"
"software company in bangladesh","FIREFLY INFOTECH LTD.","5.0","(1) · Software company","Holding No-2/32, Boundary Road, Block-Kha, Mirpur 10 Roundabout","+losed ⋅ Opens 10AM Sat · 01611-008280","https://www.fireflybd.com/"
"software company in bangladesh","TREND soft","5.0","(1) · Software company","House-35, Road-1, Block-A, Niketon","+emporarily closed","http://www.trendsoft.com.bd/"
"software company in bangladesh","DIMS Prescription, Best Prescription Writing Software in Bangladesh","4.6","(10) · Software company","63/F, Lake Circus, Kalabagan West, 1205 Panthapath","+losed ⋅ Opens 10AM Sat · 01794-724653","http://dimsrx.com/"
"software company in bangladesh","Bangladesh Web Solution","5.0","(5) · Software company","Road · In BNS Center","+losed ⋅ Opens 10AM Sat · 01641-114030","https://bangladeshwebsolution.com/"
"software company in bangladesh","IT Manob Inc.","5.0","(5) · Software company","Level-5, House-6, Road-2/B Baridhara J Block","+91 96382 58799","http://www.itmanob.com/"
"software company in bangladesh","Trinoya Solution","No reviews · Software company","371/A (3rd floor) Muktobangla Shopping Complex Dhaka Dhaka","Open ⋅ Closes 6PM · 01921-753983","+nline appointments","http://trinoyasolution.com/"
"software company in bangladesh","Renessa Info Systems Ltd.","5.0","(9) · Software company","Tower 11th Floor, 37, Zaman, 2 Culvert Road","+losed ⋅ Opens 9AM Sat · 01768-843688","http://www.renessainfosystems.com/"
"software company in bangladesh","D Money Bangladesh Ltd.","4.1","(20) · Software company","Bay’s 23, Level 4, Plot 6, Block, SW (1 Gulshan Ave","+losed ⋅ Opens 10AM Sun · 09610-737373","http://dmoney.com.bd/"
"software company in bangladesh","Spectrum Engineering Consortium Limited","4.5","(56) · Software company","BDBL Bhaban, 7th Floor, 12 Kazi Nazrul Islam Ave · In BDBL Bhaban","+losed ⋅ Opens 9AM Sat","http://www.spectrum-bd.com/"
"software company in bangladesh","Restora POS - Best Restaurant Management Software in Bangladesh","4.9","(12) · Software company","Mannan Plaza · In Mannan Plaza","+losed ⋅ Opens 9AM Sat · 01531-987110","https://restorapos.com/"
"software company in bangladesh","JoomShaper","4.6","(257) · Software company","4, Navana Newbury Place, 1/A Sobhanbag Rd","+pen ⋅ Closes 6PM","https://www.joomshaper.com/"
"software company in bangladesh","Stripling IT","5.0","(3) · Software company","House 23(2A), Road 3C","+losed ⋅ Opens 9AM Sat · 01953-330058","http://striplingit.com/"
"software company in bangladesh","BizIT Solutions Ltd.","5.0","(7) · Software company","House 41 Rd 10/A · In IBN Sina Pharmaceuticals Industry Ltd.","+pen ⋅ Closes 6PM","http://www.bizitsolutionsltd.com/"
"software company in bangladesh","MadThrone","5.0","(4) · Software company","House 20/A, Tolarbag Residential Area, Darus Salam Rd","+1967-311499","https://madthrone.com/"
"software company in bangladesh","eDorpon","4.1","(10) · Software company","House# 735, Road# 11 Avenue 4","+losed ⋅ Opens 9AM Sat · 01888-015000","http://www.edorpon.com/"
"software company in bangladesh","MetaKave","4.6","(28) · Software company","402, 24 Avenue 5","+losed ⋅ Opens 10AM Sun · 01711-056474","https://metakave.com/"
"software company in bangladesh","Wardan Tech Limited","4.4","(22) · Software company","House 23(2A), Road 3C","+losed ⋅ Opens 10AM Sat · 01792-156494","https://wardan.tech/"
"software company in bangladesh","Tirzok Private Limited","5.0","(6) · Software company","Suite # 605 (5th Floor), Alpona Plaza, New Elephant Rd · In Priyangan Shopping Center","+losed ⋅ Opens 10AM Sat · 01870-749000","https://tirzok.com/"
"software company in bangladesh","Global Soft Tech","5.0","(9) · Software company","Paltan China Town, East Tower - Suite #17/3, Level-16, 68 Naya Paltan, VIP Road Dhaka-1000","+losed ⋅ Opens 9AM Sat · 01616-121121","http://www.gsoftt.com/"
"software company in bangladesh","HawkEyes Digital Monitoring Ltd.","4.9","(16) · Software company","4th floor, House, 5 Road-3","+losed ⋅ Opens 10AM Sat · 01711-081888","http://www.hedigital.tech/"
"software company in bangladesh","Last Man Stands (Bangladesh)","4.0","(1) · Software company","66 Outer Circular Rd","+losed ⋅ Opens 11AM Sun","https://www.lastmanstands.com/"
"software company in bangladesh","Artificial Soft","4.7","(26) · Software company","SEL Rose-N-Dale, 116 Kazi Nazrul Islam Ave · In Sel Rose N Dale","+losed ⋅ Opens 10AM Sat · 01989-999003","http://www.artificial-soft.com/"
"software company in bangladesh","UpTurn Dhaka office","5.0","(3) · Software company","32, 1207 Road No. 3","+1601-466111","http://upturnit.org/"
"software company in bangladesh","Software company in Bangladesh | MHSofts","5.0","(8) · Software company","401/11,Jublee Bhaban,2nd floor,Monir Chemical Road,DUET","+pen 24 hours · 01716-271766","https://mhsofts.com/"
"software company in bangladesh","Top Graphic Design Company Bangladesh","5.0","(1) · Software company","Dhaka","+losed ⋅ Opens 9AM Sat · 01312-676744","https://tweetech.agency/"
"software company in bangladesh","Jax Hi-Tech","5.0","(1) · Software company","2nd floor, 63c Asad Ave","+losed ⋅ Opens 9AM Sat · 01714-303874","http://jaxhitech.com/"
"software company in bangladesh","DUSRA Soft Limited","4.8","(53) · Software company","House-79(3rd floor), Road-12/A","+pen ⋅ Closes 8PM · 01714-691963","https://dusrasoft.com/"
"software company in bangladesh","PI Software Limited","5.0","(1) · Software company","222, Faidabad (Primary School Road","+loses soon ⋅ 6PM · 01717-416488","http://pisoftwareltd.com/"
"software company in bangladesh","POS Software in Bangladesh","5.0","(1) · Accounting software company","BBTOA Building, 4th Floor, 09 Mirpur Rd","+pen 24 hours · 01689-063954","https://staritltd.com/pos-software-in-bangladesh/"
"software company in bangladesh","Accounting Software in Bangladesh | Troyee Software","5.0","(10) · Accounting software company","46 Kazi Nazrul Islam Ave","+losed ⋅ Opens 9AM Sat · 01877-739329","https://troyee.com/"
